group,question,dataset,value,p,p_adj
open_embedding_fidelity,q1,gemma,0.3659762740135193,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q1,gpt-oss,0.2239047884941101,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q1,llama,0.16469526290893555,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q1,qwen,0.24309784173965454,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q2,gemma,0.3380034565925598,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q2,gpt-oss,0.24970310926437378,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q2,llama,0.16817307472229004,0.0012484394506866417,0.0012484394506866417
open_embedding_fidelity,q2,qwen,0.23826515674591064,0.0012484394506866417,0.0012484394506866417
